fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2011,65,appropriations,9,read,103,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,71,appropriations,9,read,87,0,capital-projects,CAPITAL PROJECT FUNDS FY 2011,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,84,appropriations,9,read,55,0,appropriations,ARlICLE 20. To see it the Town will vote to raise and approp,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,64,enrollment,10,read,18,0,"peg-access, peg-access-fund, peg-access-printed-totals, stated-cuts",a regular basis and help cover larger productions such as th,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2022,72,enrollment,10,read,15,0,"peg-access, peg-access-fund, peg-access-printed-totals",FY22 REVENUE vs EXPENSES,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,73,enrollment,10,read,17,0,"peg-access, peg-access-fund, peg-access-printed-totals",PAC is always looking for producers. Ads are frequently post,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2019,41,enrollment,10,read,48,0,special-revenue-funds,DEP Pay As You Throw Grant,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2014,96,enrollment,10,read,0,26,placement-counts,Special Services Department,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,34,enrollment,10,unread,0,24,,The focus of the school maintenance effort for FY14 concentr,DESE publishes this directly and is the better source.,sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2024,142,elections,11,read,29,0,appropriations,| Town Clerk's Administration,"Complete at 2,012 rows; not a money question.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2014,140,elections,11,read,35,0,appropriations,FY 2015,"Complete at 2,012 rows; not a money question.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2025,35,treasurers-cash,13,read,40,0,treasurers-cash,TREASURER & TAX COLLECTOR,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,33,treasurers-cash,13,read,42,0,treasurers-cash,TREASURER & TAX COLLECTOR,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,48,treasurers-cash,13,read,40,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,40,treasurers-cash,13,read,40,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,39,treasurers-cash,13,read,40,0,"dept-activity, stabilization-unfooted, treasurers-cash",TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,57,cultural-council,13,unread,15,0,,CULTURAL COUNCIL FUNDING AWARDS,"Grant awards of a few hundred dollars each, published in full. Small, and complete as printed.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,39,treasurers-cash,13,read,75,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,44,treasurers-cash,13,read,34,0,extraction-blocked,0037140404,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,43,treasurers-cash,13,read,36,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,36,treasurers-cash,13,read,34,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,39,treasurers-cash,13,read,31,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,37,treasurers-cash,13,read,29,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,36,treasurers-cash,13,read,28,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,77,treasurers-cash,13,read,27,0,treasurers-cash,Town of Lunenburg,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,72,treasurers-cash,13,read,27,0,treasurers-cash,Town of Lunenburg,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,72,treasurers-cash,13,read,27,0,treasurers-cash,TOWN OF LUNENBURG,Now extracted by scripts/extract_treasurers_cash.py.,sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,27,unknown,14,read,63,0,special-revenue-funds,1526 CONS FUND,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,28,unknown,14,read,55,0,special-revenue-funds,2413 FFSAFETYEQ,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,178,unknown,14,read,100,0,gross-wages,MCCARTHY-,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,179,unknown,14,read,104,0,gross-wages,NORMANDIN,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,180,unknown,14,read,104,0,gross-wages,DICONZA,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,181,unknown,14,read,104,0,gross-wages,GAMBERDELLA,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,182,unknown,14,read,102,0,gross-wages,LECLAIR,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2021,33,unknown,14,read,96,0,"special-revenue-funds, special-revenue-read",BALANCE FWD,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,34,unknown,14,read,80,0,"special-revenue-funds, special-revenue-read",FORWARD,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,36,unknown,14,read,95,0,special-revenue-funds,FORWARD,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2019,37,unknown,14,read,55,0,"special-revenue-funds, special-revenue-read",Conservation Fund,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,38,unknown,14,read,68,0,"special-revenue-funds, special-revenue-read",Extended Day Revolving Fund,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,39,unknown,14,read,44,0,"special-revenue-funds, special-revenue-printed-totals, special-revenue-read, treasurers-cash",Walmart Grant - Police Dept.,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,42,unknown,14,read,96,0,capital-projects,$200.00 fwd,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,198,unknown,14,unread,75,0,,CORRIGAN,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,199,unknown,14,read,42,0,gross-wages,CAROLYN,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,203,unknown,14,unread,23,0,,ALEXANDER,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,248,unknown,14,read,58,0,gross-wages,JENNIFER,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2016,32,unknown,14,read,82,0,special-revenue-funds,Tech Prep Consortium,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,40,unknown,14,read,221,0,trust-funds,EY 2016,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,148,unknown,14,read,21,0,appropriations,Vehicle Mtc - Highway,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,198,unknown,14,read,48,0,gross-wages,,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,200,unknown,14,read,132,0,gross-wages,,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,201,unknown,14,read,30,0,gross-wages,,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,202,unknown,14,read,42,0,gross-wages,TOUSIGNANT,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,206,unknown,14,read,41,0,gross-wages,,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,207,unknown,14,read,85,0,gross-wages,DACOSTA,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,209,unknown,14,read,83,0,gross-wages,,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,210,unknown,14,read,94,0,gross-wages,PICHNARCIK,"A statement about our SCAN, not about the page: the heading is what the scanner lost. These have to be looked at before they can be ranked.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
